batch_id,hour,pH,temperature_C,dissolved_oxygen_pct,feed_rate_L_hr,biomass_g_L
B2026-0222,66,5.36,29.71,36.66,4.18,34.7
B2026-0222,72,5.28,29.71,35.23,4.39,34.64
B2026-0223,0,5.92,29.59,42.26,1.12,4.95
B2026-0223,6,5.87,29.58,39.96,1.13,11.6
B2026-0223,12,5.86,29.48,40.18,1.42,20.31
B2026-0223,18,5.83,29.71,36.02,1.67,24.7
B2026-0223,24,5.66,29.84,39.92,1.93,28.04
B2026-0223,30,5.74,29.53,33.58,2.13,27.69
B2026-0223,36,5.6,29.52,33.53,2.1,30.47
B2026-0223,42,5.62,29.43,25.76,2.28,32.39
B2026-0223,48,5.61,29.66,30.27,2.52,31.59
B2026-0223,54,5.56,29.55,29.29,2.84,35.38
B2026-0223,60,5.47,29.74,29.96,3.0,34.64
B2026-0223,66,5.4,29.72,26.56,3.13,35.09
B2026-0223,72,5.43,29.64,24.35,3.45,34.22
B2026-0224,0,6.72,30.17,32.31,1.61,1.35
B2026-0224,6,6.66,30.19,31.32,1.93,12.46
B2026-0224,12,6.56,30.04,28.68,2.19,17.73
B2026-0224,18,6.58,30.04,27.81,2.53,23.26
B2026-0224,24,6.57,29.94,28.36,2.74,28.05
B2026-0224,30,6.52,30.17,28.45,3.17,31.0
B2026-0224,36,6.51,29.84,22.71,3.26,32.4
B2026-0224,42,6.28,29.74,20.14,3.54,32.4
B2026-0224,48,6.27,29.75,20.67,4.05,30.04
B2026-0224,54,6.25,29.99,18.46,4.32,35.23
B2026-0224,60,6.38,29.96,14.94,4.64,34.19
B2026-0224,66,6.21,30.1,20.43,4.76,33.45
B2026-0224,72,6.26,29.93,16.0,5.35,36.29
B2026-0225,0,6.07,30.61,31.45,1.2,7.28
B2026-0225,6,5.83,30.63,28.33,1.36,14.12
B2026-0225,12,5.88,30.5,30.15,1.53,20.12
B2026-0225,18,5.82,30.33,30.25,2.08,23.29
B2026-0225,24,5.8,30.56,27.2,2.26,27.93
B2026-0225,30,5.81,30.68,25.68,2.58,29.84
B2026-0225,36,5.67,30.49,26.8,2.91,28.09
B2026-0225,42,5.77,30.73,24.26,2.96,32.58
B2026-0225,48,5.59,30.53,19.33,3.02,36.34
B2026-0225,54,5.59,30.59,20.63,3.38,33.0
B2026-0225,60,5.55,30.53,17.61,3.78,34.18
B2026-0225,66,5.53,30.66,17.19,3.94,36.43
B2026-0225,72,5.4,30.28,17.06,4.13,32.82
B2026-0226,0,6.36,30.1,39.22,1.56,1.58
B2026-0226,6,6.26,29.84,40.7,1.5,14.02
B2026-0226,12,6.23,30.33,37.72,1.64,19.44
B2026-0226,18,6.17,29.85,34.88,2.0,25.93
B2026-0226,24,6.19,30.07,36.35,2.09,25.98
B2026-0226,30,6.13,30.15,32.75,2.59,29.65
B2026-0226,36,6.06,30.26,32.88,2.91,33.37
B2026-0226,42,6.07,30.39,29.32,2.91,31.78
B2026-0226,48,5.96,30.35,26.82,3.34,33.45
B2026-0226,54,5.94,30.1,28.21,3.73,35.76
B2026-0226,60,5.9,30.0,28.98,3.73,36.58
B2026-0226,66,5.93,30.35,25.7,3.85,32.65
B2026-0226,72,5.83,30.02,22.11,4.43,34.18
B2026-0227,0,5.42,29.67,37.04,0.85,5.07
B2026-0227,6,5.46,29.74,34.73,1.21,9.98
B2026-0227,12,5.44,29.48,31.12,1.35,20.42
B2026-0227,18,5.25,29.65,32.45,1.3,22.34
B2026-0227,24,5.23,29.49,29.32,1.65,27.23
B2026-0227,30,5.22,29.58,27.58,1.61,26.76
B2026-0227,36,5.28,29.61,27.62,1.8,31.06
B2026-0227,42,5.12,29.39,24.99,2.09,29.55
B2026-0227,48,5.1,29.49,25.26,2.12,33.06
B2026-0227,54,5.13,29.5,22.29,2.23,32.47
B2026-0227,60,5.16,29.77,21.86,2.69,31.16
B2026-0227,66,4.98,29.49,23.42,2.69,35.32
B2026-0227,72,5.02,29.59,16.96,2.75,30.38
B2026-0228,0,6.88,30.77,45.55,1.08,4.63
B2026-0228,6,6.81,31.03,45.86,1.12,12.31
B2026-0228,12,6.77,30.54,46.37,1.54,20.42
B2026-0228,18,6.72,31.02,39.04,1.81,24.09
B2026-0228,24,6.72,30.68,39.44,2.03,25.44
B2026-0228,30,6.57,30.94,42.91,2.14,29.48
B2026-0228,36,6.49,30.96,41.23,1.99,32.93
B2026-0228,42,6.36,31.01,36.93,2.49,32.76
B2026-0228,48,6.47,30.93,36.44,2.69,36.12
B2026-0228,54,6.35,30.38,34.2,2.74,32.89
B2026-0228,60,6.33,30.99,30.69,3.05,34.85
B2026-0228,66,6.36,30.93,33.76,3.2,33.69
B2026-0228,72,6.33,30.95,32.06,3.18,34.16
B2026-0229,0,6.3,31.19,43.73,1.4,2.91
B2026-0229,6,6.36,31.09,43.54,1.91,14.29
B2026-0229,12,6.29,31.38,39.59,1.91,18.07
B2026-0229,18,6.19,31.1,38.45,2.07,22.92
B2026-0229,24,6.21,31.2,35.89,2.55,24.97
B2026-0229,30,6.1,31.1,35.38,2.82,27.87
B2026-0229,36,6.1,31.33,33.86,3.04,29.27
B2026-0229,42,6.03,31.11,31.74,3.4,32.58
B2026-0229,48,6.01,31.03,33.7,3.54,30.91
B2026-0229,54,5.89,31.05,29.9,3.81,35.67
B2026-0229,60,5.94,31.27,24.93,4.06,34.03
B2026-0229,66,5.93,31.08,25.44,4.49,32.08
B2026-0229,72,5.84,31.03,22.33,4.74,33.68
B2026-0230,0,5.97,30.31,62.87,1.3,5.21
B2026-0230,6,5.91,30.23,64.12,1.31,13.96
B2026-0230,12,6.07,30.32,60.28,1.44,20.31
B2026-0230,18,6.08,30.62,59.86,1.83,24.85
B2026-0230,24,5.91,30.42,59.27,2.21,28.37
B2026-0230,30,5.94,30.27,55.23,2.13,28.63
B2026-0230,36,5.77,30.41,54.83,2.64,32.02
B2026-0230,42,5.82,30.33,57.29,2.99,31.37
B2026-0230,48,5.73,30.46,52.74,3.01,34.19
B2026-0230,54,5.79,30.52,53.83,3.63,36.05
B2026-0230,60,5.69,30.31,45.5,3.62,34.67
B2026-0230,66,5.63,30.06,47.01,3.93,32.67
B2026-0230,72,5.6,30.41,48.23,4.3,33.87
B2026-0231,0,6.36,30.71,33.4,0.89,6.14
B2026-0231,6,6.17,30.74,31.49,0.95,9.39
B2026-0231,12,6.26,30.57,32.29,1.18,17.89
B2026-0231,18,6.1,30.77,28.74,1.27,24.5
B2026-0231,24,6.16,30.84,27.75,1.25,24.74
B2026-0231,30,6.26,30.82,21.66,1.42,29.46
B2026-0231,36,6.03,30.63,22.5,1.75,32.49
B2026-0231,42,6.17,30.61,18.75,1.96,34.44
B2026-0231,48,5.99,30.81,17.76,2.08,31.1
B2026-0231,54,5.98,30.66,19.06,2.44,32.87
B2026-0231,60,5.81,30.65,16.86,2.41,33.66
B2026-0231,66,5.98,30.7,14.47,2.45,31.59
B2026-0231,72,5.87,30.72,10.98,2.69,34.22
B2026-0232,0,5.62,30.75,48.44,1.36,3.11
B2026-0232,6,5.56,30.85,47.89,1.68,12.43
B2026-0232,12,5.59,31.07,45.44,1.95,20.04
B2026-0232,18,5.52,30.9,41.9,2.0,24.11
B2026-0232,24,5.51,30.83,43.37,2.36,24.17
B2026-0232,30,5.41,30.64,40.39,2.62,30.62
B2026-0232,36,5.46,30.73,36.51,3.04,32.27
B2026-0232,42,5.24,30.91,32.15,3.18,33.63
B2026-0232,48,5.5,30.83,32.47,3.45,32.95
B2026-0232,54,5.24,30.73,32.53,3.82,33.2
B2026-0232,60,5.19,30.77,30.97,3.92,32.83
B2026-0232,66,5.24,30.83,26.71,4.42,34.83
B2026-0232,72,5.07,30.81,27.04,4.65,33.87
B2026-0233,0,6.56,30.76,34.02,1.25,4.99
B2026-0233,6,6.48,30.82,37.34,1.3,15.12
B2026-0233,12,6.66,30.77,32.64,1.38,15.76
B2026-0233,18,6.51,30.74,33.98,1.83,21.97
B2026-0233,24,6.34,31.05,30.5,1.83,25.26
B2026-0233,30,6.35,31.02,30.43,2.14,31.53
B2026-0233,36,6.4,30.84,33.03,2.3,32.45
B2026-0233,42,6.25,30.93,25.4,2.59,35.58
B2026-0233,48,6.29,30.86,22.76,2.76,31.33
B2026-0233,54,6.24,30.92,22.37,3.15,35.74
B2026-0233,60,6.16,30.88,19.97,3.12,32.28
B2026-0233,66,6.08,30.78,16.24,3.43,35.74
B2026-0233,72,6.06,30.39,17.47,3.4,33.52
B2026-0234,0,6.12,30.06,40.42,1.56,2.95
B2026-0234,6,5.95,30.73,41.23,1.85,13.53
B2026-0234,12,5.96,30.62,42.7,1.82,19.03
B2026-0234,18,5.91,30.37,39.26,2.33,26.48
B2026-0234,24,5.94,30.63,33.32,2.48,25.74
B2026-0234,30,5.91,30.28,32.26,2.72,33.27
B2026-0234,36,5.78,30.51,30.27,3.25,28.14
B2026-0234,42,5.69,30.32,31.41,3.32,34.28
B2026-0234,48,5.73,30.33,31.38,3.64,31.96
B2026-0234,54,5.72,30.06,29.27,3.88,32.38
B2026-0234,60,5.74,30.35,28.13,4.28,34.47
B2026-0234,66,5.56,30.38,27.69,4.64,33.46
B2026-0234,72,5.47,30.34,25.02,4.94,35.26
B2026-0235,0,5.98,30.53,49.74,1.19,6.97
B2026-0235,6,5.96,30.52,43.51,1.52,13.71
B2026-0235,12,6.1,30.49,43.16,1.56,18.71
B2026-0235,18,5.92,30.62,44.93,1.66,23.65
B2026-0235,24,5.92,30.3,41.67,2.24,28.17
B2026-0235,30,5.95,30.31,39.29,2.2,29.5
B2026-0235,36,5.85,30.56,40.26,2.6,29.51
B2026-0235,42,5.71,30.5,39.05,2.73,29.7
B2026-0235,48,5.87,30.49,34.81,2.82,32.87
B2026-0235,54,5.74,30.49,31.52,3.18,32.53
B2026-0235,60,5.76,30.55,30.25,3.27,34.31
B2026-0235,66,5.59,30.36,27.44,3.51,34.45
B2026-0235,72,5.56,30.79,29.32,3.72,32.13
B2026-0236,0,6.0,30.3,30.06,1.26,1.03
B2026-0236,6,5.88,30.26,26.7,1.34,13.02
B2026-0236,12,5.81,30.36,24.97,1.87,19.45
B2026-0236,18,5.8,30.59,22.28,2.02,22.68
B2026-0236,24,5.82,30.24,21.71,2.26,26.09
B2026-0236,30,5.74,30.42,17.83,2.22,29.67
B2026-0236,36,5.72,30.34,18.94,2.71,30.56
B2026-0236,42,5.62,30.27,17.48,2.88,31.17
B2026-0236,48,5.6,30.46,14.29,3.19,34.17
B2026-0236,54,5.58,30.51,13.42,3.37,30.17
B2026-0236,60,5.5,30.23,10.93,3.58,34.13
B2026-0236,66,5.54,30.26,11.36,4.02,33.68
B2026-0236,72,5.44,30.26,8.57,3.98,31.84
B2026-0237,0,5.86,29.38,50.46,1.61,4.34
B2026-0237,6,5.85,29.17,43.33,1.5,13.17
B2026-0237,12,5.9,29.53,44.56,1.79,18.9
B2026-0237,18,5.8,29.16,43.83,2.08,23.79
B2026-0237,24,5.82,29.44,42.18,2.62,26.16
B2026-0237,30,5.72,29.43,37.23,2.72,30.84
B2026-0237,36,5.68,29.19,37.86,3.05,32.43
B2026-0237,42,5.71,29.23,39.0,3.35,33.28
B2026-0237,48,5.55,29.49,35.67,3.25,35.34
B2026-0237,54,5.57,29.17,32.43,3.9,32.12
B2026-0237,60,5.5,29.15,31.48,4.05,35.17
B2026-0237,66,5.5,29.29,31.7,4.37,32.68
B2026-0237,72,5.56,29.37,32.12,4.78,33.74
B2026-0238,0,6.25,30.31,62.5,1.01,3.37
B2026-0238,6,6.2,30.49,57.48,1.12,14.06
B2026-0238,12,6.25,30.35,58.43,1.51,18.48
B2026-0238,18,6.36,30.3,53.57,1.41,21.12
B2026-0238,24,6.25,30.34,52.07,1.84,28.06
B2026-0238,30,6.25,30.62,51.47,2.02,29.89
B2026-0238,36,6.11,30.52,49.22,2.1,31.36
B2026-0238,42,6.19,30.66,51.46,2.38,31.88
B2026-0238,48,5.97,30.37,46.95,2.64,34.26
B2026-0238,54,6.06,30.67,47.12,2.64,33.38
B2026-0238,60,5.93,30.59,44.67,2.94,34.93
B2026-0238,66,5.89,30.64,41.11,3.19,34.07
B2026-0238,72,5.94,30.28,39.16,3.43,33.85
B2026-0239,0,6.23,28.95,44.2,1.03,4.36
B2026-0239,6,6.13,29.13,38.8,1.11,10.74
B2026-0239,12,6.15,29.21,39.66,1.33,19.25
B2026-0239,18,6.12,29.06,37.98,1.44,23.76
B2026-0239,24,5.97,29.14,33.83,1.9,23.16
B2026-0239,30,6.13,28.81,32.06,1.99,30.07
B2026-0239,36,5.97,29.18,31.28,2.09,30.35
B2026-0239,42,5.92,28.76,31.24,2.32,33.61
B2026-0239,48,5.83,28.96,32.11,2.56,33.67
B2026-0239,54,5.89,29.12,31.76,2.72,31.94
B2026-0239,60,5.86,28.97,26.32,2.95,32.66
B2026-0239,66,5.75,29.12,23.86,3.21,32.73
B2026-0239,72,5.68,29.34,20.31,3.28,37.21
B2026-0240,0,6.38,29.65,49.38,1.15,3.8
B2026-0240,6,6.21,29.4,46.96,1.4,16.49
B2026-0240,12,6.31,29.54,47.24,1.66,18.95
B2026-0240,18,6.25,29.39,44.22,1.79,24.53
B2026-0240,24,6.15,29.47,44.85,2.0,29.59
B2026-0240,30,6.18,29.44,40.4,2.21,26.17
B2026-0240,36,6.18,29.77,39.54,2.53,30.53
B2026-0240,42,6.16,29.44,37.53,2.5,31.2
B2026-0240,48,6.07,29.58,37.28,2.72,30.63
B2026-0240,54,6.04,29.33,35.62,2.93,33.31
B2026-0240,60,5.96,29.52,30.18,3.11,34.15
B2026-0240,66,5.95,29.59,29.94,3.66,34.94
B2026-0240,72,5.96,29.44,25.62,3.78,34.56
B2026-0241,0,6.18,30.68,53.58,1.45,3.84
B2026-0241,6,6.09,31.2,50.48,1.75,14.32
B2026-0241,12,6.05,30.91,50.96,1.89,18.19
B2026-0241,18,6.0,30.86,48.8,2.08,20.23
B2026-0241,24,5.99,30.83,44.13,2.34,26.26
B2026-0241,30,6.02,30.83,47.62,2.8,28.2
B2026-0241,36,5.89,31.17,45.16,2.94,30.19
B2026-0241,42,5.9,30.91,39.45,3.11,30.22
B2026-0241,48,5.82,30.77,42.49,3.41,30.97
B2026-0241,54,5.74,31.01,42.25,3.55,31.81
B2026-0241,60,5.85,30.91,38.55,3.83,34.22
B2026-0241,66,5.79,30.95,38.91,4.18,32.67
B2026-0241,72,5.61,30.74,35.63,4.58,34.67
B2026-0242,0,6.31,30.47,45.4,0.79,2.3
B2026-0242,6,6.34,30.55,42.51,1.09,13.88
B2026-0242,12,6.26,30.48,40.11,1.27,19.54
B2026-0242,18,6.2,30.57,40.03,1.46,22.43
B2026-0242,24,6.23,30.52,38.61,1.4,26.51
B2026-0242,30,6.06,30.44,41.62,1.85,30.98
B2026-0242,36,6.13,30.74,34.79,2.19,32.07
B2026-0242,42,6.04,30.63,33.33,2.19,31.93
B2026-0242,48,6.02,30.85,29.61,2.49,32.29
B2026-0242,54,6.03,30.54,31.26,2.52,30.86
B2026-0242,60,6.02,30.45,29.02,2.59,31.89
B2026-0242,66,5.86,30.5,24.93,2.89,31.98
B2026-0242,72,5.84,30.57,20.73,3.01,35.13
B2026-0243,0,5.94,31.12,42.22,0.75,3.98
B2026-0243,6,6.01,30.91,39.36,1.17,11.5
B2026-0243,12,5.95,30.88,37.86,1.25,15.48
B2026-0243,18,5.85,31.11,37.05,1.3,21.94
B2026-0243,24,5.87,30.99,36.11,1.58,26.16
B2026-0243,30,5.86,30.95,35.82,1.85,30.72
B2026-0243,36,5.74,31.42,32.16,1.89,30.77
B2026-0243,42,5.64,31.24,29.12,2.14,33.73
B2026-0243,48,5.71,30.94,28.0,1.87,32.67
B2026-0243,54,5.68,31.01,25.92,2.32,35.28
B2026-0243,60,5.58,31.32,24.38,2.55,33.24
B2026-0243,66,5.67,31.07,28.19,2.64,36.5
B2026-0243,72,5.51,31.17,19.91,2.9,32.83
B2026-0244,0,6.95,29.58,27.61,1.48,4.82
B2026-0244,6,6.81,29.53,27.2,1.8,11.34
B2026-0244,12,6.97,29.81,20.71,1.68,20.24
B2026-0244,18,6.81,30.03,20.65,2.13,23.61
B2026-0244,24,6.76,29.75,20.74,2.4,27.28
B2026-0244,30,6.74,29.99,17.47,2.42,30.67
B2026-0244,36,6.62,29.75,17.07,2.81,28.62
B2026-0244,42,6.6,29.91,16.7,3.21,31.25
B2026-0244,48,6.65,29.73,10.91,3.44,34.0
B2026-0244,54,6.52,29.99,11.84,3.74,36.07
B2026-0244,60,6.52,29.78,11.75,4.11,34.5
B2026-0244,66,6.6,29.85,9.07,4.1,34.3
B2026-0244,72,6.31,29.74,7.89,4.46,37.34
B2026-0245,0,5.6,28.91,49.3,1.11,4.14
B2026-0245,6,5.66,29.34,51.4,1.25,14.44
B2026-0245,12,5.46,29.34,47.4,1.31,19.97
B2026-0245,18,5.56,29.13,49.5,1.49,21.8
B2026-0245,24,5.43,29.14,43.46,1.91,26.04
B2026-0245,30,5.37,29.24,41.88,2.08,28.18
B2026-0245,36,5.28,29.31,45.04,2.43,31.3
B2026-0245,42,5.27,29.15,42.16,2.23,31.45
B2026-0245,48,5.31,29.02,39.31,2.76,30.66
B2026-0245,54,5.23,29.1,37.71,3.0,34.06
B2026-0245,60,5.19,29.24,32.94,3.12,32.7
B2026-0245,66,5.2,29.3,35.07,3.53,33.71
B2026-0245,72,5.07,29.14,28.92,3.35,35.36
B2026-0246,0,6.51,29.67,44.89,1.07,5.33
B2026-0246,6,6.55,29.71,45.45,1.41,10.67
B2026-0246,12,6.52,29.72,40.45,1.76,19.27
B2026-0246,18,6.45,29.84,42.09,1.67,22.8
B2026-0246,24,6.46,29.6,40.74,1.77,26.46
B2026-0246,30,6.29,29.67,39.77,2.3,30.87
B2026-0246,36,6.25,29.67,36.27,2.47,29.61
B2026-0246,42,6.26,29.66,37.33,2.54,32.04
B2026-0246,48,6.26,30.0,30.52,2.95,30.93
B2026-0246,54,6.29,29.57,30.64,3.22,34.5
B2026-0246,60,6.2,29.67,27.79,3.4,34.6
B2026-0246,66,6.19,29.84,27.11,3.54,34.6
B2026-0246,72,6.08,29.62,28.0,3.71,33.52
B2026-0247,0,6.7,30.11,38.43,0.94,5.0
B2026-0247,6,6.6,30.04,40.28,0.9,13.91
B2026-0247,12,6.54,30.14,37.2,1.11,19.99
B2026-0247,18,6.52,29.98,35.66,1.39,22.94
B2026-0247,24,6.53,29.95,31.51,1.42,27.96
B2026-0247,30,6.39,30.19,31.17,1.58,31.89
B2026-0247,36,6.33,29.86,30.11,1.53,33.04
B2026-0247,42,6.34,29.86,24.92,1.75,32.57
B2026-0247,48,6.22,30.15,24.62,2.04,33.61
B2026-0247,54,6.29,30.24,22.38,2.26,32.5
B2026-0247,60,6.22,29.95,21.22,2.37,34.33
B2026-0247,66,6.17,30.15,20.27,2.51,34.49
B2026-0247,72,6.07,30.16,18.33,2.76,34.76
B2026-0248,0,5.95,30.11,47.16,0.98,5.2
B2026-0248,6,5.79,29.83,45.04,1.28,11.56
B2026-0248,12,5.76,30.04,43.73,1.61,17.12
B2026-0248,18,5.85,30.05,43.42,1.68,21.01
B2026-0248,24,5.62,29.98,42.67,1.7,25.54
B2026-0248,30,5.65,30.13,39.98,1.95,26.75
B2026-0248,36,5.63,30.27,36.82,2.13,30.16
B2026-0248,42,5.58,30.02,38.74,2.58,32.27
B2026-0248,48,5.4,29.95,33.25,2.58,33.13
B2026-0248,54,5.49,29.8,34.37,2.88,33.99
B2026-0248,60,5.48,29.94,33.7,3.06,36.16
B2026-0248,66,5.34,30.27,27.79,3.58,32.78
B2026-0248,72,5.42,30.0,29.44,3.48,32.8
B2026-0249,0,6.76,31.17,41.48,0.84,4.45
B2026-0249,6,6.93,30.69,38.33,1.41,14.59
B2026-0249,12,6.85,31.01,40.43,1.61,16.73
B2026-0249,18,6.79,30.87,36.7,1.94,24.89
B2026-0249,24,6.8,30.75,36.04,2.36,24.59
B2026-0249,30,6.75,31.07,31.06,2.44,30.85
B2026-0249,36,6.59,30.9,31.29,2.54,30.32
B2026-0249,42,6.72,30.78,29.32,2.72,31.48
B2026-0249,48,6.53,30.72,28.9,3.05,34.65
B2026-0249,54,6.57,30.72,25.06,3.26,33.28
B2026-0249,60,6.51,30.83,26.54,3.48,33.64
B2026-0249,66,6.42,30.7,25.61,3.63,32.19
B2026-0249,72,6.5,30.65,22.4,3.96,34.44
B2026-0250,0,6.35,29.81,44.43,1.46,1.0
B2026-0250,6,6.58,29.55,38.03,1.72,13.47
B2026-0250,12,6.42,29.66,41.27,1.89,16.74
B2026-0250,18,6.45,29.78,39.25,2.22,27.18
B2026-0250,24,6.31,29.75,36.88,2.38,28.03
B2026-0250,30,6.11,29.74,33.65,2.66,27.83
B2026-0250,36,6.3,29.67,32.67,2.93,31.56
B2026-0250,42,6.29,29.78,32.37,3.21,31.23
B2026-0250,48,6.16,29.7,30.24,3.47,31.65
B2026-0250,54,6.11,29.52,27.15,3.72,36.17
B2026-0250,60,6.16,29.59,26.34,4.0,33.55
B2026-0250,66,6.03,29.69,28.1,4.19,34.72
B2026-0250,72,5.85,29.87,25.14,4.37,33.66
B2026-0251,0,6.52,30.25,51.78,1.01,6.79
B2026-0251,6,6.41,30.65,51.75,1.34,11.23
B2026-0251,12,6.46,30.34,43.44,1.27,19.62
B2026-0251,18,6.36,30.17,48.26,1.53,22.91
B2026-0251,24,6.28,30.32,41.08,1.78,24.24
B2026-0251,30,6.26,30.35,44.42,1.95,29.94
B2026-0251,36,6.23,30.45,41.09,1.88,32.15
B2026-0251,42,6.17,30.21,40.44,2.26,32.11
B2026-0251,48,6.19,30.3,36.99,2.75,31.35
B2026-0251,54,6.08,30.23,37.19,2.79,35.3
B2026-0251,60,6.09,30.26,35.54,3.11,34.26
B2026-0251,66,5.92,30.41,33.67,3.31,33.6
B2026-0251,72,5.88,29.9,29.96,3.48,36.38
B2026-0252,0,6.18,29.15,33.72,1.67,2.03
B2026-0252,6,6.24,29.59,37.98,1.84,12.28
B2026-0252,12,6.1,29.44,30.82,1.95,18.66
B2026-0252,18,5.99,29.49,29.31,2.38,25.07
B2026-0252,24,6.07,29.34,29.73,2.54,28.36
B2026-0252,30,6.03,29.03,30.9,2.86,30.04
B2026-0252,36,5.91,29.3,25.38,3.11,31.59
B2026-0252,42,5.85,29.11,22.14,3.37,31.21
B2026-0252,48,5.86,29.2,24.58,3.79,32.41
B2026-0252,54,5.79,29.52,18.3,4.29,34.9
B2026-0252,60,5.74,29.49,18.81,4.42,33.08
B2026-0252,66,5.76,29.2,17.77,4.75,35.78
B2026-0252,72,5.61,29.42,14.33,4.7,33.31
B2026-0253,0,6.12,30.31,53.31,1.06,4.03
B2026-0253,6,6.07,30.07,52.59,1.27,10.74
B2026-0253,12,5.91,30.26,51.23,1.46,18.25
B2026-0253,18,5.91,30.26,50.23,1.81,20.27
B2026-0253,24,5.94,30.3,49.1,2.01,25.7
B2026-0253,30,5.92,30.13,46.72,2.04,29.21
B2026-0253,36,5.76,30.38,48.05,2.15,31.09
B2026-0253,42,5.83,30.27,46.02,2.42,31.82
B2026-0253,48,5.68,30.33,41.72,2.75,31.89
B2026-0253,54,5.66,30.38,42.92,2.95,36.23
B2026-0253,60,5.69,30.39,39.9,3.25,35.75
B2026-0253,66,5.55,30.44,37.49,3.25,31.55
B2026-0253,72,5.48,30.26,32.45,3.44,35.5
B2026-0254,0,6.04,30.01,32.68,1.09,4.76
B2026-0254,6,5.95,29.89,30.7,1.32,13.03
B2026-0254,12,5.99,29.98,32.3,1.5,18.34
B2026-0254,18,5.91,29.99,29.69,1.91,23.02
B2026-0254,24,5.93,30.07,31.29,1.77,28.84
B2026-0254,30,5.86,30.38,27.63,1.92,28.85
B2026-0254,36,5.91,30.01,25.2,2.35,30.29
B2026-0254,42,5.77,29.86,27.19,2.32,32.25
B2026-0254,48,5.77,30.0,19.64,2.55,33.63
B2026-0254,54,5.65,29.69,21.34,2.77,34.4
B2026-0254,60,5.65,29.96,19.09,2.94,32.66
B2026-0254,66,5.6,29.83,18.83,3.24,32.03
B2026-0254,72,5.54,30.02,14.93,3.53,35.29
B2026-0255,0,6.43,29.65,37.43,1.44,3.6
B2026-0255,6,6.28,29.34,38.05,1.62,11.88
B2026-0255,12,6.17,29.43,35.16,2.17,19.79
B2026-0255,18,6.07,29.48,32.82,2.5,26.02
B2026-0255,24,6.12,29.35,33.04,2.56,26.67
B2026-0255,30,6.16,29.62,34.72,2.92,27.41
B2026-0255,36,5.99,29.48,28.8,3.22,32.01
B2026-0255,42,6.03,29.55,25.88,3.63,29.64
B2026-0255,48,5.94,29.57,28.75,3.6,31.2
B2026-0255,54,5.93,29.55,24.23,4.08,31.18
B2026-0255,60,5.91,29.34,25.03,4.31,35.64
B2026-0255,66,5.84,29.39,24.0,4.86,35.32
B2026-0255,72,5.78,29.35,20.47,4.96,33.1
B2026-0256,0,6.64,30.05,61.68,1.1,7.27
B2026-0256,6,6.7,29.91,62.35,1.43,13.87
B2026-0256,12,6.53,29.63,63.4,1.53,19.53
B2026-0256,18,6.53,29.91,56.45,1.92,23.8
B2026-0256,24,6.5,29.83,54.91,2.01,29.85
B2026-0256,30,6.46,29.87,52.22,2.28,30.43
B2026-0256,36,6.38,29.93,49.18,2.82,32.16
B2026-0256,42,6.34,29.91,51.78,2.71,34.51
B2026-0256,48,6.34,29.73,46.52,3.22,33.16
B2026-0256,54,6.29,29.84,45.13,3.4,33.16
B2026-0256,60,6.22,30.19,47.29,3.69,37.97
B2026-0256,66,6.21,29.85,42.61,3.76,31.14
B2026-0256,72,6.19,29.64,44.19,4.04,34.62
B2026-0257,0,6.21,30.08,57.44,1.08,2.65
B2026-0257,6,6.23,29.72,50.33,1.35,14.62
B2026-0257,12,6.11,29.93,51.02,1.58,20.73
B2026-0257,18,6.07,29.72,47.35,1.81,21.89
B2026-0257,24,6.07,29.99,47.68,1.89,28.33
B2026-0257,30,5.96,29.73,46.63,2.27,31.56
B2026-0257,36,5.96,29.76,47.65,2.12,31.18
B2026-0257,42,5.92,30.07,46.73,2.42,32.25
B2026-0257,48,5.85,29.83,43.59,2.69,33.14
B2026-0257,54,5.9,30.1,41.35,2.96,31.8
B2026-0257,60,5.89,29.95,39.46,3.16,34.44
B2026-0257,66,5.8,30.01,40.82,3.38,36.84
B2026-0257,72,5.78,29.86,32.68,3.57,36.77
B2026-0258,0,5.78,29.82,47.11,1.27,3.42
B2026-0258,6,5.74,29.9,43.71,1.16,15.55
B2026-0258,12,5.8,30.09,45.36,1.68,19.64
B2026-0258,18,5.69,29.89,40.92,1.69,23.1
B2026-0258,24,5.74,29.63,38.01,2.12,26.21
B2026-0258,30,5.65,29.96,39.79,2.19,31.07
B2026-0258,36,5.63,29.81,37.24,2.53,30.34
B2026-0258,42,5.44,29.92,37.08,2.43,32.76
B2026-0258,48,5.6,29.64,33.97,2.91,35.34
B2026-0258,54,5.52,29.68,33.22,3.43,32.52
B2026-0258,60,5.41,29.89,29.73,3.58,33.19
B2026-0258,66,5.29,29.73,30.67,3.5,34.66
B2026-0258,72,5.36,29.63,26.65,3.85,35.49
B2026-0259,0,6.41,31.26,37.91,1.54,4.78
B2026-0259,6,6.37,31.31,36.07,1.78,13.49
B2026-0259,12,6.5,31.19,35.03,1.93,17.53
B2026-0259,18,6.29,31.34,35.2,2.31,23.15
B2026-0259,24,6.24,31.1,31.03,2.4,28.87
B2026-0259,30,6.34,30.95,31.14,2.86,29.46
B2026-0259,36,6.15,31.39,29.8,3.23,29.7
B2026-0259,42,6.06,31.31,25.47,3.51,28.8
B2026-0259,48,6.08,31.15,25.14,3.69,33.44
B2026-0259,54,6.1,31.35,23.88,4.19,35.54
B2026-0259,60,6.0,31.22,21.98,4.26,32.44
